kias |keas |ktas |ktgs |mph |mphas |mphgs |a|b|c|
    127.32091 |     125.66114 |     126.60075 |     112.09528 |     146.51830 |     145.68954 |     130.65184 |       0.86275 |      14.75004 |      14.75905 | 
    127.26151 |     125.53255 |     126.47357 |     111.88779 |     146.44994 |     145.54320 |     130.49265 |       0.86275 |      14.75004 |      14.75905 | 
    127.20124 |     125.40974 |     126.35229 |     111.69657 |     146.38058 |     145.40363 |     130.33786 |       0.86275 |      14.75004 |      14.75614 | 
    127.13964 |     125.29092 |     126.23502 |     111.51627 |     146.30969 |     145.26866 |     130.18669 |       0.86275 |      14.75004 |      14.75614 | 
    127.07087 |     125.16502 |     126.11064 |     111.33114 |     146.23055 |     145.12555 |     130.02524 |       0.86275 |      14.75004 |      14.75614 | 
    126.99875 |     125.04025 |     125.98753 |     111.15388 |     146.14755 |     144.98386 |     129.86316 |       0.86275 |      14.75004 |      14.75614 | 
    126.92360 |     124.91680 |     125.86575 |     110.98833 |     146.06108 |     144.84372 |     129.70085 |       0.86275 |      14.75004 |      14.75614 | 
    126.84554 |     124.79553 |     125.74618 |     110.83750 |     145.97125 |     144.70612 |     129.53952 |       0.86275 |      14.75004 |      14.75614 | 
    126.76645 |     124.67993 |     125.63228 |     110.70876 |     145.88023 |     144.57504 |     129.38358 |       0.86275 |      14.75004 |      14.75614 | 
    126.68090 |     124.55833 |     125.51234 |     110.58882 |     145.78178 |     144.43703 |     129.21854 |       0.86275 |      14.75004 |      14.75614 | 
    126.59851 |     124.44518 |     125.40083 |     110.49331 |     145.68697 |     144.30872 |     129.06264 |       0.86275 |      14.75004 |      14.75614 | 
    126.51425 |     124.33591 |     125.29311 |     110.41681 |     145.59001 |     144.18474 |     128.91060 |       0.86275 |      14.75004 |      14.75614 | 
    126.42398 |     124.22736 |     125.18607 |     110.36403 |     145.48613 |     144.06157 |     128.75700 |       0.86275 |      14.75004 |      14.75614 | 
    126.32214 |     124.11414 |     125.07440 |     110.33436 |     145.36893 |     143.93306 |     128.59512 |       0.86275 |      14.75004 |      14.75614 | 
    126.22075 |     124.01080 |     124.97264 |     110.33289 |     145.25224 |     143.81595 |     128.44499 |       0.86275 |      14.75004 |      14.75614 | 
    126.11522 |     123.91180 |     124.87511 |     110.35299 |     145.13081 |     143.70372 |     128.30028 |       0.86275 |      14.75004 |      14.75614 | 
    126.00517 |     123.81780 |     124.78249 |     110.38919 |     145.00417 |     143.59712 |     128.16199 |       0.86275 |      14.75004 |      14.75614 | 
    125.88549 |     123.72560 |     124.69156 |     110.43764 |     144.86644 |     143.49249 |     128.02583 |       0.86275 |      14.75004 |      14.75614 | 
    125.76684 |     123.64368 |     124.61085 |     110.48927 |     144.72990 |     143.39961 |     127.90511 |       0.86275 |      14.75004 |      14.75614 | 
    125.64755 |     123.57043 |     124.53864 |     110.54034 |     144.59262 |     143.31651 |     127.79813 |       0.86275 |      14.75004 |      14.75614 | 
    125.52965 |     123.50685 |     124.47595 |     110.58736 |     144.45694 |     143.24437 |     127.70632 |       0.86275 |      14.75004 |      14.75614 | 
    125.40793 |     123.45035 |     124.42022 |     110.63066 |     144.31686 |     143.18024 |     127.62609 |       0.86275 |      14.75004 |      14.75614 | 
    125.28184 |     123.40191 |     124.37244 |     110.66740 |     144.17177 |     143.12526 |     127.55827 |       0.86275 |      14.75004 |      14.75614 | 
    125.16331 |     123.36552 |     124.33659 |     110.69432 |     144.03537 |     143.08400 |     127.50842 |       0.86275 |      14.75004 |      14.75614 | 
    125.04263 |     123.33768 |     124.30917 |     110.71674 |     143.89650 |     143.05244 |     127.47243 |       0.86275 |      14.75004 |      14.75614 | 
    124.92530 |     123.31960 |     124.29136 |     110.73350 |     143.76147 |     143.03195 |     127.45168 |       0.86275 |      14.75004 |      14.75614 | 
    124.81815 |     123.31120 |     124.28313 |     110.74369 |     143.63817 |     143.02248 |     127.44493 |       0.86275 |      14.75004 |      14.75324 | 
    124.70923 |     123.31588 |     124.28791 |     110.75484 |     143.51282 |     143.02798 |     127.45505 |       0.86275 |      14.75004 |      14.75324 | 
    124.60686 |     123.33251 |     124.30460 |     110.76849 |     143.39502 |     143.04718 |     127.47867 |       0.86275 |      14.75004 |      14.75324 | 
    124.51248 |     123.35352 |     124.32557 |     110.78209 |     143.28641 |     143.07132 |     127.50617 |       0.86275 |      14.75004 |      14.75324 | 
    124.42436 |     123.37667 |     124.34861 |     110.79684 |     143.18500 |     143.09784 |     127.53402 |       0.86275 |      14.75004 |      14.75324 | 
    124.34219 |     123.39928 |     124.37107 |     110.81217 |     143.09044 |     143.12369 |     127.55919 |       0.86275 |      14.75004 |      14.75324 | 
    124.26767 |     123.41901 |     124.39059 |     110.82683 |     143.00468 |     143.14615 |     127.57899 |       0.86275 |      14.75004 |      14.75324 | 
    124.19727 |     123.43589 |     124.40722 |     110.84016 |     142.92368 |     143.16527 |     127.59329 |       0.86275 |      14.75004 |      14.75324 | 
    124.13107 |     123.44901 |     124.42007 |     110.85083 |     142.84749 |     143.18007 |     127.60142 |       0.86275 |      14.75004 |      14.75324 | 
    124.07409 |     123.45800 |     124.42879 |     110.85767 |     142.78192 |     143.19011 |     127.60378 |       0.86275 |      14.75004 |      14.75324 | 
    124.01836 |     123.46461 |     124.43514 |     110.86143 |     142.71779 |     143.19740 |     127.60185 |       0.86275 |      14.75004 |      14.75324 | 
    123.96849 |     123.46852 |     124.43879 |     110.86156 |     142.66040 |     143.20161 |     127.59598 |       0.86275 |      14.75004 |      14.75324 | 
    123.92310 |     123.47085 |     124.44090 |     110.85855 |     142.60815 |     143.20403 |     127.58718 |       0.86275 |      14.75004 |      14.75324 | 
    123.88078 |     123.47089 |     124.44073 |     110.85166 |     142.55946 |     143.20384 |     127.57468 |       0.86275 |      14.75004 |      14.75324 | 
    123.84120 |     123.46914 |     124.43879 |     110.84081 |     142.51392 |     143.20161 |     127.55860 |       0.86275 |      14.75004 |      14.75324 | 
    123.80453 |     123.46600 |     124.43549 |     110.82687 |     142.47171 |     143.19781 |     127.53996 |       0.86275 |      14.75004 |      14.75324 | 
    123.77289 |     123.46172 |     124.43109 |     110.81123 |     142.43530 |     143.19275 |     127.52036 |       0.86275 |      14.75004 |      14.75324 | 
    123.74315 |     123.45587 |     124.42515 |     110.79256 |     142.40108 |     143.18591 |     127.49802 |       0.86275 |      14.75004 |      14.75324 | 
    123.71639 |     123.44875 |     124.41795 |     110.77210 |     142.37029 |     143.17763 |     127.47427 |       0.86275 |      14.75004 |      14.75324 | 
    123.69217 |     123.44141 |     124.41057 |     110.75137 |     142.34241 |     143.16913 |     127.45070 |       0.86275 |      14.75004 |      14.75324 | 
    123.66991 |     123.43379 |     124.40293 |     110.73027 |     142.31679 |     143.16034 |     127.42702 |       0.86275 |      14.75004 |      14.75324 | 
    123.64903 |     123.42691 |     124.39605 |     110.71040 |     142.29277 |     143.15242 |     127.40478 |       0.86275 |      14.75004 |      14.75324 | 
    123.63007 |     123.42125 |     124.39043 |     110.69292 |     142.27095 |     143.14597 |     127.38507 |       0.86275 |      14.75004 |      14.75324 | 
    123.61298 |     123.41706 |     124.38629 |     110.67834 |     142.25128 |     143.14119 |     127.36837 |       0.86275 |      14.75004 |      14.75035 | 
    123.59589 |     123.41483 |     124.38412 |     110.66678 |     142.23161 |     143.13870 |     127.35464 |       0.86275 |      14.75004 |      14.75035 | 
    123.57917 |     123.41869 |     124.38808 |     110.66377 |     142.21237 |     143.14326 |     127.35014 |       0.86275 |      14.75004 |      14.75035 | 
    123.56375 |     123.42747 |     124.39697 |     110.66791 |     142.19463 |     143.15347 |     127.35439 |       0.86275 |      14.75004 |      14.75035 | 
    123.54874 |     123.44137 |     124.41095 |     110.67751 |     142.17735 |     143.16957 |     127.36724 |       0.86275 |      14.75004 |      14.75035 | 
    123.53492 |     123.45907 |     124.42869 |     110.68992 |     142.16145 |     143.18999 |     127.38730 |       0.86275 |      14.75004 |      14.75035 | 
    123.52154 |     123.48095 |     124.45056 |     110.70380 |     142.14606 |     143.21516 |     127.41462 |       0.86275 |      14.75004 |      14.75035 | 
    123.50816 |     123.50799 |     124.47752 |     110.71848 |     142.13065 |     143.24619 |     127.45025 |       0.86275 |      14.75004 |      14.75035 | 
    123.49464 |     123.54111 |     124.51052 |     110.73348 |     142.11510 |     143.28416 |     127.49552 |       0.86275 |      14.75004 |      14.75035 | 
    123.48204 |     123.57858 |     124.54776 |     110.74751 |     142.10060 |     143.32701 |     127.54771 |       0.86275 |      14.75004 |      14.75035 | 
    123.46972 |     123.62303 |     124.59191 |     110.76136 |     142.08643 |     143.37782 |     127.61032 |       0.86275 |      14.75004 |      14.75035 | 
    123.45829 |     123.67406 |     124.64254 |     110.77491 |     142.07327 |     143.43608 |     127.68256 |       0.86275 |      14.75004 |      14.75035 | 
    123.44842 |     123.72988 |     124.69786 |     110.78794 |     142.06190 |     143.49974 |     127.76182 |       0.86275 |      14.75004 |      14.75035 | 
    123.44023 |     123.79112 |     124.75853 |     110.80100 |     142.05249 |     143.56956 |     127.84869 |       0.86275 |      14.75004 |      14.75035 | 
    123.43388 |     123.85970 |     124.82644 |     110.81477 |     142.04517 |     143.64771 |     127.94567 |       0.86275 |      14.75004 |      14.75035 | 
    123.42988 |     123.93385 |     124.89982 |     110.82915 |     142.04057 |     143.73215 |     128.05032 |       0.86275 |      14.75004 |      14.75035 | 
    123.42851 |     124.00906 |     124.97417 |     110.83786 |     142.03900 |     143.81770 |     128.15808 |       0.86275 |      14.75004 |      14.75035 | 
    123.43000 |     124.09008 |     125.05426 |     110.85174 |     142.04071 |     143.90988 |     128.27209 |       0.86275 |      14.75004 |      14.75035 | 
    123.43459 |     124.17294 |     125.13612 |     110.87604 |     142.04601 |     144.00407 |     128.38560 |       0.86275 |      14.75004 |      14.75035 | 
    123.44298 |     124.26056 |     125.22268 |     110.91454 |     142.05565 |     144.10368 |     128.50169 |       0.86275 |      14.75004 |      14.75035 | 
    123.45523 |     124.34836 |     125.30933 |     110.96725 |     142.06975 |     144.20341 |     128.61421 |       0.86275 |      14.75004 |      14.75035 | 
    123.47234 |     124.43913 |     125.39890 |     111.03603 |     142.08943 |     144.30649 |     128.72647 |       0.86275 |      14.75004 |      14.75035 | 
    123.49371 |     124.52752 |     125.48602 |     111.11505 |     142.11403 |     144.40674 |     128.83284 |       0.86275 |      14.75004 |      14.75035 | 
    123.51903 |     124.61342 |     125.57063 |     111.20020 |     142.14316 |     144.50410 |     128.93393 |       0.86275 |      14.74714 |      14.75035 | 
    123.54694 |     124.69378 |     125.64973 |     111.28710 |     142.17529 |     144.59514 |     129.02679 |       0.86275 |      14.74714 |      14.75035 | 
    123.57851 |     124.77245 |     125.72713 |     111.37773 |     142.21161 |     144.68420 |     129.11588 |       0.86275 |      14.74714 |      14.75035 | 
    123.61404 |     124.85062 |     125.80405 |     111.47028 |     142.25250 |     144.77274 |     129.20367 |       0.86275 |      14.74714 |      14.75035 | 
    123.65135 |     124.92464 |     125.87685 |     111.55827 |     142.29544 |     144.85649 |     129.28688 |       0.86275 |      14.74714 |      14.75035 | 
    123.69444 |     125.00227 |     125.95324 |     111.65123 |     142.34503 |     144.94440 |     129.37334 |       0.86275 |      14.74714 |      14.75035 | 
    123.73878 |     125.07565 |     126.02533 |     111.73866 |     142.39606 |     145.02736 |     129.45558 |       0.86275 |      14.74714 |      14.75035 | 
    123.78733 |     125.15109 |     126.09953 |     111.82684 |     142.45192 |     145.11275 |     129.54019 |       0.86275 |      14.74714 |      14.75035 | 
    123.83737 |     125.22458 |     126.17175 |     111.91124 |     142.50951 |     145.19586 |     129.62306 |       0.86275 |      14.74714 |      14.75035 | 
    123.89066 |     125.29919 |     126.24511 |     111.99509 |     142.57083 |     145.28029 |     129.70757 |       0.86275 |      14.74714 |      14.75035 | 
    123.94704 |     125.37481 |     126.31947 |     112.07898 |     142.63571 |     145.36586 |     129.79372 |       0.86275 |      14.74714 |      14.75035 | 
    124.00161 |     125.44519 |     126.38861 |     112.15655 |     142.69850 |     145.44542 |     129.87468 |       0.86275 |      14.74714 |      14.75035 | 
    124.06190 |     125.52059 |     126.46279 |     112.23898 |     142.76788 |     145.53079 |     129.96133 |       0.86275 |      14.74714 |      14.75035 | 
    124.12197 |     125.59345 |     126.53438 |     112.31965 |     142.83702 |     145.61317 |     130.04620 |       0.86275 |      14.74714 |      14.75035 | 
    124.18140 |     125.66405 |     126.60374 |     112.39841 |     142.90541 |     145.69299 |     130.12885 |       0.86275 |      14.74714 |      14.75035 | 
    124.24384 |     125.73628 |     126.67477 |     112.47958 |     142.97726 |     145.77473 |     130.21356 |       0.86275 |      14.74714 |      14.75035 | 
    124.30579 |     125.80612 |     126.74339 |     112.55917 |     143.04855 |     145.85368 |     130.29594 |       0.86275 |      14.74714 |      14.75035 | 
    124.36951 |     125.87624 |     126.81230 |     112.64001 |     143.12187 |     145.93300 |     130.37885 |       0.86275 |      14.74714 |      14.75035 | 
    124.43213 |     125.94352 |     126.87836 |     112.71881 |     143.19394 |     146.00902 |     130.45880 |       0.86275 |      14.74714 |      14.75035 | 
    124.49581 |     126.01045 |     126.94411 |     112.79817 |     143.26723 |     146.08469 |     130.53850 |       0.86275 |      14.74714 |      14.75035 | 
    124.55798 |     126.07439 |     127.00686 |     112.87510 |     143.33876 |     146.15689 |     130.61496 |       0.86275 |      14.74714 |      14.75035 | 
    124.62060 |     126.13754 |     127.06886 |     112.95193 |     143.41083 |     146.22824 |     130.69064 |       0.86275 |      14.74714 |      14.75035 | 
    124.68832 |     126.20446 |     127.13462 |     113.03403 |     143.48875 |     146.30391 |     130.77087 |       0.86275 |      14.74714 |      14.75035 | 
    124.75326 |     126.26727 |     127.19621 |     113.11218 |     143.56349 |     146.37479 |     130.84673 |       0.86275 |      14.74423 |      14.75035 | 
    124.81541 |     126.32647 |     127.25426 |     113.18587 |     143.63503 |     146.44159 |     130.91847 |       0.86275 |      14.74423 |      14.75035 | 
    124.88136 |     126.38818 |     127.31484 |     113.26403 |     143.71091 |     146.51131 |     130.99294 |       0.86275 |      14.74423 |      14.75035 | 
    124.94603 |     126.44756 |     127.37305 |     113.33978 |     143.78532 |     146.57829 |     131.06497 |       0.86275 |      14.74423 |      14.75035 | 
    125.00916 |     126.50463 |     127.42899 |     113.41296 |     143.85797 |     146.64267 |     131.13435 |       0.86275 |      14.74423 |      14.75035 | 
    125.07636 |     126.56442 |     127.48766 |     113.48972 |     143.93532 |     146.71019 |     131.20694 |       0.86275 |      14.74423 |      14.75035 | 
    125.14111 |     126.62074 |     127.54282 |     113.56342 |     144.00981 |     146.77365 |     131.27554 |       0.86275 |      14.74423 |      14.75035 | 
    125.20580 |     126.67592 |     127.59689 |     113.63657 |     144.08426 |     146.83588 |     131.34262 |       0.86275 |      14.74423 |      14.75035 | 
    125.27435 |     126.73311 |     127.65295 |     113.71373 |     144.16316 |     146.90039 |     131.41177 |       0.86275 |      14.74423 |      14.75035 | 
    125.33765 |     126.78474 |     127.70344 |     113.78358 |     144.23601 |     146.95850 |     131.47476 |       0.86275 |      14.74423 |      14.75035 | 
    125.40160 |     126.83601 |     127.75364 |     113.85328 |     144.30959 |     147.01627 |     131.53705 |       0.86275 |      14.74423 |      14.75035 | 
    125.46609 |     126.88664 |     127.80321 |     113.92263 |     144.38380 |     147.07330 |     131.59851 |       0.86275 |      14.74423 |      14.75035 | 
    125.52821 |     126.93430 |     127.84982 |     113.98860 |     144.45529 |     147.12695 |     131.65651 |       0.86275 |      14.74423 |      14.75035 | 
    125.59447 |     126.98406 |     127.89855 |     114.05770 |     144.53154 |     147.18303 |     131.71687 |       0.86275 |      14.74423 |      14.75035 | 
    125.65620 |     127.02924 |     127.94268 |     114.12122 |     144.60257 |     147.23381 |     131.77202 |       0.86275 |      14.74423 |      14.75035 | 
    125.71818 |     127.07370 |     127.98615 |     114.18378 |     144.67390 |     147.28384 |     131.82605 |       0.86275 |      14.74423 |      14.75035 | 
    125.77929 |     127.11660 |     128.02808 |     114.24450 |     144.74423 |     147.33209 |     131.87825 |       0.86275 |      14.74423 |      14.75035 | 
    125.84134 |     127.15907 |     128.06958 |     114.30479 |     144.81563 |     147.37985 |     131.92984 |       0.86275 |      14.74423 |      14.75035 | 
    125.90259 |     127.19973 |     128.10928 |     114.36285 |     144.88611 |     147.42554 |     131.97942 |       0.86275 |      14.74423 |      14.75035 | 
    125.96304 |     127.23879 |     128.14742 |     114.41899 |     144.95567 |     147.46942 |     132.02721 |       0.86275 |      14.74423 |      14.75035 | 
    126.02016 |     127.27451 |     128.18224 |     114.47095 |     145.02142 |     147.50949 |     132.07111 |       0.86275 |      14.74423 |      14.75035 | 
    126.07827 |     127.30972 |     128.21657 |     114.52287 |     145.08829 |     147.54900 |     132.11450 |       0.86275 |      14.74423 |      14.75035 | 
    126.13581 |     127.34377 |     128.24974 |     114.57341 |     145.15451 |     147.58717 |     132.15695 |       0.86275 |      14.74423 |      14.75035 | 
    126.19548 |     127.37820 |     128.28329 |     114.62545 |     145.22318 |     147.62578 |     132.20035 |       0.86275 |      14.74131 |      14.75035 | 
    126.24994 |     127.40867 |     128.31290 |     114.67281 |     145.28584 |     147.65985 |     132.23950 |       0.86275 |      14.74131 |      14.75035 | 
    126.30502 |     127.43866 |     128.34207 |     114.72033 |     145.34923 |     147.69342 |     132.27844 |       0.86275 |      14.74131 |      14.75035 | 
    126.36035 |     127.46792 |     128.37051 |     114.76803 |     145.41290 |     147.72615 |     132.31717 |       0.86275 |      14.74131 |      14.75035 | 
    126.41206 |     127.49420 |     128.39598 |     114.81225 |     145.47241 |     147.75545 |     132.35281 |       0.86275 |      14.74131 |      14.75035 | 
    126.46204 |     127.51859 |     128.41962 |     114.85466 |     145.52992 |     147.78265 |     132.38667 |       0.86275 |      14.74131 |      14.75035 | 
    126.51163 |     127.54198 |     128.44225 |     114.89629 |     145.58699 |     147.80870 |     132.41992 |       0.86275 |      14.74131 |      14.75035 | 
    126.56061 |     127.56420 |     128.46371 |     114.93686 |     145.64336 |     147.83342 |     132.45251 |       0.86275 |      14.74131 |      14.75035 | 
    126.60439 |     127.58350 |     128.48232 |     114.97353 |     145.69374 |     147.85481 |     132.48199 |       0.86275 |      14.74131 |      14.75035 | 
    126.64755 |     127.60193 |     128.50006 |     115.00947 |     145.74341 |     147.87524 |     132.51093 |       0.86275 |      14.74131 |      14.75035 | 
    126.68902 |     127.61879 |     128.51628 |     115.04359 |     145.79112 |     147.89389 |     132.53864 |       0.86275 |      14.74131 |      14.75035 | 
    126.72827 |     127.63421 |     128.53107 |     115.07588 |     145.83629 |     147.91092 |     132.56502 |       0.86275 |      14.74131 |      14.75035 | 
    126.76736 |     127.64902 |     128.54527 |     115.10775 |     145.88129 |     147.92726 |     132.59137 |       0.86275 |      14.74131 |      14.75035 | 
    126.80593 |     127.66315 |     128.55878 |     115.13897 |     145.92566 |     147.94281 |     132.61748 |       0.86275 |      14.74131 |      14.75035 | 
    126.84193 |     127.67596 |     128.57098 |     115.16805 |     145.96709 |     147.95685 |     132.64189 |       0.86275 |      14.74131 |      14.75035 | 
    126.87718 |     127.68848 |     128.58295 |     115.19588 |     146.00766 |     147.97061 |     132.66591 |       0.86275 |      14.74131 |      14.75035 | 
    126.91225 |     127.70083 |     128.59474 |     115.22338 |     146.04800 |     147.98419 |     132.68970 |       0.86275 |      14.74131 |      14.75035 | 
    126.94465 |     127.71225 |     128.60564 |     115.24834 |     146.08530 |     147.99672 |     132.71167 |       0.86275 |      14.74131 |      14.75035 | 
    126.97665 |     127.72370 |     128.61659 |     115.27220 |     146.12213 |     148.00934 |     132.73332 |       0.86275 |      14.74131 |      14.75035 | 
    127.00924 |     127.73522 |     128.62762 |     115.29576 |     146.15962 |     148.02203 |     132.75482 |       0.86275 |      14.74131 |      14.75035 | 
    127.03979 |     127.74556 |     128.63750 |     115.31728 |     146.19478 |     148.03340 |     132.77429 |       0.86275 |      14.74131 |      14.75035 | 
    127.07124 |     127.75600 |     128.64749 |     115.33854 |     146.23099 |     148.04491 |     132.79367 |       0.86275 |      14.74131 |      14.75035 | 
    127.10043 |     127.76534 |     128.65640 |     115.35752 |     146.26456 |     148.05516 |     132.81105 |       0.86275 |      14.74131 |      14.75035 | 
    127.13028 |     127.77452 |     128.66519 |     115.37605 |     146.29892 |     148.06526 |     132.82791 |       0.86275 |      14.73839 |      14.75035 | 
    127.16212 |     127.78403 |     128.67429 |     115.39493 |     146.33557 |     148.07573 |     132.84526 |       0.86275 |      14.73839 |      14.75035 | 
    127.19036 |     127.79150 |     128.68135 |     115.41026 |     146.36806 |     148.08386 |     132.85953 |       0.86275 |      14.73839 |      14.75035 | 
    127.21788 |     127.79822 |     128.68770 |     115.42393 |     146.39972 |     148.09117 |     132.87270 |       0.86275 |      14.73839 |      14.75035 | 
    127.24676 |     127.80549 |     128.69460 |     115.43785 |     146.43295 |     148.09911 |     132.88663 |       0.86275 |      14.73839 |      14.75035 | 
    127.27352 |     127.81247 |     128.70122 |     115.45071 |     146.46376 |     148.10672 |     132.90007 |       0.86275 |      14.73839 |      14.75035 | 
    127.29978 |     127.81976 |     128.70815 |     115.46365 |     146.49397 |     148.11470 |     132.91393 |       0.86275 |      14.73839 |      14.75035 | 
    127.32761 |     127.82810 |     128.71614 |     115.47773 |     146.52600 |     148.12390 |     132.92969 |       0.86275 |      14.73839 |      14.75035 | 
    127.35283 |     127.83635 |     128.72401 |     115.49118 |     146.55502 |     148.13297 |     132.94531 |       0.86275 |      14.73839 |      14.75035 | 
    127.37675 |     127.84494 |     128.73227 |     115.50474 |     146.58255 |     148.14246 |     132.96152 |       0.86275 |      14.73839 |      14.75035 | 
    127.39942 |     127.85382 |     128.74081 |     115.51849 |     146.60864 |     148.15228 |     132.97830 |       0.86275 |      14.73839 |      14.75035 | 
    127.42247 |     127.86369 |     128.75034 |     115.53349 |     146.63516 |     148.16324 |     132.99690 |       0.86275 |      14.73839 |      14.75035 | 
    127.44377 |     127.87408 |     128.76039 |     115.54912 |     146.65968 |     148.17480 |     133.01639 |       0.86275 |      14.73839 |      14.75035 | 
    127.46589 |     127.88638 |     128.77232 |     115.56720 |     146.68513 |     148.18855 |     133.03900 |       0.86275 |      14.73839 |      14.75035 | 
    127.48693 |     127.89880 |     128.78438 |     115.58575 |     146.70935 |     148.20242 |     133.06229 |       0.86275 |      14.73839 |      14.75035 | 
    127.50623 |     127.91096 |     128.79617 |     115.60413 |     146.73155 |     148.21599 |     133.08533 |       0.86275 |      14.73839 |      14.75035 | 
    127.52401 |     127.92284 |     128.80768 |     115.62227 |     146.75201 |     148.22923 |     133.10808 |       0.86275 |      14.73839 |      14.75035 | 
    127.54221 |     127.93573 |     128.82019 |     115.64214 |     146.77295 |     148.24364 |     133.13293 |       0.86275 |      14.73839 |      14.75035 | 
    127.55809 |     127.94749 |     128.83159 |     115.66070 |     146.79123 |     148.25674 |     133.15616 |       0.86275 |      14.73839 |      14.75035 | 
    127.57466 |     127.96054 |     128.84427 |     115.68127 |     146.81030 |     148.27133 |     133.18185 |       0.86275 |      14.73839 |      14.75035 | 
    127.59050 |     127.97371 |     128.85704 |     115.70216 |     146.82854 |     148.28603 |     133.20799 |       0.86275 |      14.73839 |      14.75035 | 
    127.60566 |     127.98722 |     128.87015 |     115.72359 |     146.84598 |     148.30112 |     133.23476 |       0.86275 |      14.73839 |      14.75035 | 
    127.62140 |     128.00208 |     128.88458 |     115.74706 |     146.86409 |     148.31775 |     133.26411 |       0.86275 |      14.73839 |      14.75035 | 
    127.63665 |     128.01729 |     128.89935 |     115.77122 |     146.88164 |     148.33475 |     133.29436 |       0.86275 |      14.73547 |      14.75035 | 
    127.65077 |     128.03227 |     128.91389 |     115.79479 |     146.89789 |     148.35147 |     133.32388 |       0.86275 |      14.73547 |      14.75035 | 
    127.66470 |     128.04762 |     128.92882 |     115.81880 |     146.91391 |     148.36864 |     133.35406 |       0.86275 |      14.73547 |      14.75035 | 
    127.67815 |     128.06313 |     128.94386 |     115.84271 |     146.92940 |     148.38596 |     133.38425 |       0.86275 |      14.73547 |      14.75035 | 
    127.69161 |     128.07921 |     128.95952 |     115.86736 |     146.94489 |     148.40396 |     133.41542 |       0.86275 |      14.73547 |      14.75035 | 
    127.70445 |     128.09517 |     128.97502 |     115.89139 |     146.95967 |     148.42181 |     133.44583 |       0.86275 |      14.73547 |      14.75035 | 
    127.71790 |     128.11243 |     128.99184 |     115.91684 |     146.97514 |     148.44116 |     133.47804 |       0.86275 |      14.73547 |      14.75035 | 
    127.73085 |     128.12935 |     129.00830 |     115.94155 |     146.99004 |     148.46011 |     133.50945 |       0.86275 |      14.73547 |      14.75035 | 
    127.74501 |     128.14825 |     129.02673 |     115.96850 |     147.00633 |     148.48132 |     133.54366 |       0.86275 |      14.73547 |      14.75035 | 
    127.75961 |     128.16724 |     129.04521 |     115.99550 |     147.02315 |     148.50259 |     133.57794 |       0.86275 |      14.73547 |      14.75035 | 
    127.77338 |     128.18469 |     129.06218 |     116.02013 |     147.03899 |     148.52211 |     133.60930 |       0.86275 |      14.73547 |      14.75035 | 
    127.78795 |     128.20337 |     129.08038 |     116.04588 |     147.05576 |     148.54306 |     133.64201 |       0.86275 |      14.73547 |      14.75035 | 
    127.80302 |     128.22273 |     129.09924 |     116.07220 |     147.07310 |     148.56476 |     133.67540 |       0.86275 |      14.73547 |      14.75035 | 
    127.81854 |     128.24275 |     129.11873 |     116.09892 |     147.09096 |     148.58719 |     133.70924 |       0.86275 |      14.73547 |      14.75035 | 
    127.83417 |     128.26289 |     129.13837 |     116.12551 |     147.10893 |     148.60979 |     133.74283 |       0.86275 |      14.73547 |      14.75035 | 
    127.85036 |     128.28378 |     129.15869 |     116.15277 |     147.12756 |     148.63318 |     133.77713 |       0.86275 |      14.73547 |      14.75035 | 
    127.86650 |     128.30460 |     129.17897 |     116.17974 |     147.14615 |     148.65651 |     133.81096 |       0.86275 |      14.73547 |      14.75035 | 
    127.88256 |     128.32524 |     129.19908 |     116.20644 |     147.16463 |     148.67966 |     133.84435 |       0.86275 |      14.73547 |      14.75035 | 
    127.89849 |     128.34578 |     129.21907 |     116.23284 |     147.18295 |     148.70267 |     133.87726 |       0.86275 |      14.73547 |      14.75035 | 
    127.91565 |     128.36725 |     129.24001 |     116.26052 |     147.20270 |     148.72675 |     133.91174 |       0.86275 |      14.73547 |      14.75035 | 
    127.93307 |     128.38905 |     129.26120 |     116.28860 |     147.22275 |     148.75114 |     133.94667 |       0.86275 |      14.73547 |      14.75035 | 
    127.95137 |     128.41196 |     129.28351 |     116.31811 |     147.24380 |     148.77681 |     133.98331 |       0.86275 |      14.73547 |      14.75035 | 
    127.96770 |     128.43234 |     129.30330 |     116.34469 |     147.26260 |     148.79958 |     134.01627 |       0.86275 |      14.73547 |      14.75035 | 
    127.98481 |     128.45418 |     129.32457 |     116.37296 |     147.28229 |     148.82407 |     134.05122 |       0.86275 |      14.73254 |      14.75035 | 
    128.00153 |     128.47592 |     129.34573 |     116.40113 |     147.30153 |     148.84842 |     134.08604 |       0.86275 |      14.73254 |      14.75035 | 
    128.01938 |     128.49913 |     129.36838 |     116.43123 |     147.32207 |     148.87448 |     134.12320 |       0.86275 |      14.73254 |      14.75035 | 
    128.03792 |     128.52315 |     129.39178 |     116.46252 |     147.34341 |     148.90141 |     134.16185 |       0.86275 |      14.73254 |      14.75035 | 
    128.05547 |     128.54578 |     129.41380 |     116.49231 |     147.36360 |     148.92676 |     134.19864 |       0.86275 |      14.73254 |      14.75035 | 
    128.07378 |     128.56941 |     129.43686 |     116.52336 |     147.38467 |     148.95328 |     134.23700 |       0.86275 |      14.73254 |      14.75035 | 
